version,V200001,assign_reverse,V202549,V202550,V202551,V202552,V202553,V202554,V202555,V202556,V202557,V202558,V202559,V202560
ANES2020TimeSeries_20220210,215536,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,1. Not at all,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,215543,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215550,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,1. Not at all
ANES2020TimeSeries_20220210,215567,Forward,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,1. Not at all,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,2. World temperatures have not risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,4. Very
ANES2020TimeSeries_20220210,215574,Forward,,,,,,,,,,,,
ANES2020TimeSeries_20220210,215598,Forward,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215628,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215635,Reverse,1. Russia tried to interfere in the 2016 presidential election,2. A little,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215642,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215659,Forward,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215666,Forward,2. Russia did not try to interfere in the 2016 presidential election,4. Very,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215673,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215680,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,4. Very,1. Most scientific evidence shows childhood vaccines cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215697,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215703,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215710,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215727,Forward,1. Russia tried to interfere in the 2016 presidential election,4. Very,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,215734,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215741,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,2. A little
ANES2020TimeSeries_20220210,215758,Forward,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,2. A little,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,2. A little
ANES2020TimeSeries_20220210,215772,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215789,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215796,Forward,1. Russia tried to interfere in the 2016 presidential election,2. A little,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215802,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215819,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215826,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215833,Forward,2. Russia did not try to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,4. Very
ANES2020TimeSeries_20220210,215840,Forward,1. Russia tried to interfere in the 2016 presidential election,2. A little,2. Barack Obama's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,2. A little,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,2. A little
ANES2020TimeSeries_20220210,215857,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215864,Forward,,,,,,,,,,,,
ANES2020TimeSeries_20220210,215888,Forward,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215895,Forward,1. Russia tried to interfere in the 2016 presidential election,4. Very,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,215918,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,215925,Forward,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,1. Most scientific evidence shows childhood vaccines cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215949,Reverse,2. Russia did not try to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,1. Not at all,2. World temperatures have not risen on average over the last 100 years,1. Not at all,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,5. Extremely,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,3. Moderately
ANES2020TimeSeries_20220210,215970,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,215987,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,215994,Forward,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,2. A little,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,5. Extremely,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,4. Very
ANES2020TimeSeries_20220210,216003,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216010,Forward,2. Russia did not try to interfere in the 2016 presidential election,1. Not at all,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,1. Not at all,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216027,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216034,Reverse,,,,,,,,,,,,
ANES2020TimeSeries_20220210,216041,Reverse,,,,,,,,,,,,
ANES2020TimeSeries_20220210,216058,Reverse,2. Russia did not try to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,2. A little
ANES2020TimeSeries_20220210,216065,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216089,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216096,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216126,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,1. Not at all,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216133,Forward,1. Russia tried to interfere in the 2016 presidential election,2. A little,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216140,Forward,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216157,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216164,Reverse,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,2. A little,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,2. A little,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,2. A little
ANES2020TimeSeries_20220210,216195,Reverse,2. Russia did not try to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,1. Scientific evidence that hydroxychloroquine is a safe and effective treatment,4. Very
ANES2020TimeSeries_20220210,216201,Reverse,2. Russia did not try to interfere in the 2016 presidential election,4. Very,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216218,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216225,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,1. Most scientific evidence shows childhood vaccines cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216232,Reverse,1. Russia tried to interfere in the 2016 presidential election,2. A little,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,1. Not at all,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216249,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216263,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,4. Very,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216270,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,1. Not at all,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216287,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,5. Extremely,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216300,Reverse,2. Russia did not try to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,2. World temperatures have not risen on average over the last 100 years,1. Not at all,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,1. Not at all,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,1. Not at all
ANES2020TimeSeries_20220210,216317,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,2. Barack Obama's administration,1. Not at all,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216331,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,4. Very,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216355,Forward,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216362,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,5. Extremely,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,3. Moderately
ANES2020TimeSeries_20220210,216379,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,,,,,1. World temperatures have risen on average over the last 100 years,4. Very,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216386,Reverse,1. Russia tried to interfere in the 2016 presidential election,3. Moderately,1. Donald Trump's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,3. Moderately,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,3. Moderately,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216393,Reverse,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,5. Extremely,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,5. Extremely,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216409,Forward,1. Russia tried to interfere in the 2016 presidential election,5. Extremely,1. Donald Trump's administration,2. A little,2. Most scientific evidence shows childhood vaccines do not cause autism,4. Very,1. World temperatures have risen on average over the last 100 years,5. Extremely,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,4. Very
ANES2020TimeSeries_20220210,216416,Reverse,1. Russia tried to interfere in the 2016 presidential election,4. Very,2. Barack Obama's administration,3. Moderately,1. Most scientific evidence shows childhood vaccines cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,3. Moderately,1. The novel coronavirus (COVID-19) was developed intentionally in a lab,4. Very,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,5. Extremely
ANES2020TimeSeries_20220210,216423,Reverse,2. Russia did not try to interfere in the 2016 presidential election,1. Not at all,2. Barack Obama's administration,3. Moderately,2. Most scientific evidence shows childhood vaccines do not cause autism,2. A little,1. World temperatures have risen on average over the last 100 years,3. Moderately,2. The novel coronavirus (COVID-19) was not developed intentionally in a lab,2. A little,2. No scientific evidence that hydroxychloroquine is a safe and effective treatm,2. A little
